url,html,label
http://www.c3w.co.jp/,"<input name=""radio"" type=""radio"" value=""男性""/>",gender_m
http://www.c3w.co.jp/,"<input class=""fText"" name=""name01"" type=""text"" value=""""/>",last_name
http://www.c3w.co.jp/,"<input class=""fText"" name=""kana01"" type=""text"" value=""""/>",last_name_furi
http://www.c3w.co.jp/,"<input name=""radio01"" type=""radio"" value=""採用(新卒)""/>",subject
http://www.c3w.co.jp/,"<input name=""radio01"" type=""radio"" value=""採用(中途)""/>",subject
http://www.c3w.co.jp/,"<input class=""fText fText02"" maxlength=""4"" name=""tel01"" type=""text"" value=""""/>",tel_1
http://www.c3w.co.jp/,"<input class=""fText fText03"" maxlength=""4"" name=""tel02"" type=""text"" value=""""/>",tel_2
http://www.c3w.co.jp/,"<input class=""fText fText03"" maxlength=""4"" name=""tel03"" type=""text"" value=""""/>",tel_3
http://www.c3w.co.jp/,"<input class=""fText fText02"" maxlength=""3"" name=""address01"" type=""text"" value=""""/>",zip_1
http://www.c3w.co.jp/,"<input class=""fText fText03"" maxlength=""4"" name=""address02"" type=""text"" value=""""/>",zip_2
http://www.e-stag-e.co.jp/,"<input id=""policy"" type=""checkbox"" value=""1""/>",acceptancce
http://www.e-stag-e.co.jp/,"<input class=""wd80"" name=""丁目番地"" placeholder=""丁目番地"" type=""text""/>",address_ban
http://www.e-stag-e.co.jp/,"<input class=""wd80"" name=""市区町村"" placeholder=""市区町村"" type=""text""/>",address_shi
http://www.e-stag-e.co.jp/,"<input class=""wd30"" name=""都道府県"" placeholder=""都道府県"" type=""text""/>",city
http://www.e-stag-e.co.jp/,"<textarea class=""wd80"" name=""お問い合わせ内容""></textarea>",content
http://www.e-stag-e.co.jp/,"<input class=""wd80"" name=""メールアドレス"" type=""email""/>",email
http://www.e-stag-e.co.jp/,"<input class=""wd50"" name=""FAX"" type=""text""/>",fax
http://www.e-stag-e.co.jp/,"<input class=""wd80"" name=""氏名"" type=""text""/>",name
http://www.e-stag-e.co.jp/,"<input class=""wd80"" name=""氏名(フリガナ)"" type=""text""/>",name_furi
http://www.e-stag-e.co.jp/,"<input class=""wd50"" name=""電話番号"" type=""text""/>",tel
http://www.e-stag-e.co.jp/,"<input class=""wd30"" name=""郵便番号"" type=""text""/>",zip
http://www.funfactory.co.jp/,"<input id=""privacy-check"" name=""プライバシーポリシーの同意(必須)"" type=""checkbox"" value=""同意する""/>",acceptancce
http://www.funfactory.co.jp/,"<input name=""会社・団体名(必須)"" type=""text""/>",company
http://www.funfactory.co.jp/,"<input name=""confirm_email"" type=""text""/>",confirm_email
http://www.funfactory.co.jp/,"<textarea name=""お問い合わせ内容(必須)"" rows=""10""></textarea>",content
http://www.funfactory.co.jp/,"<input name=""email(必須)"" type=""text""/>",email
http://www.funfactory.co.jp/,"<input name=""お名前(必須)"" type=""text""/>",name
http://www.funfactory.co.jp/,"<input name=""フリガナ(必須)"" type=""text""/>",name_furi
http://www.funfactory.co.jp/,"<option value=""採用について"">採用について</option>",subject
http://www.funfactory.co.jp/,"<input name=""電話番号(必須)"" type=""text""/>",tel
http://www.gryps.co.jp/,"<input data-exc=""1"" name=""プライバシーポリシー"" required=""required"" type=""checkbox"" value=""プライバシーポリシーに同意""/>",acceptancce
http://www.gryps.co.jp/,"<input name=""会社名"" required=""required"" type=""text"" value=""""/>",company
http://www.gryps.co.jp/,"<textarea name=""お問い合わせ内容"" required=""required""></textarea>",content
http://www.gryps.co.jp/,"<input data-type=""email"" name=""email"" required=""required"" type=""email""/>",email
http://www.gryps.co.jp/,"<input name=""お名前"" required=""required"" type=""text""/>",name
http://www.gryps.co.jp/,"<input data-min=""9"" data-type=""tel"" name=""電話番号"" required=""required"" type=""tel""/>",tel
http://www.persons-it.com/,"<input class=""mfp"" id=""send_confirm"" name=""送信確認(必須)"" type=""checkbox"" value=""送信チェック済み""/>",acceptancce
http://www.persons-it.com/,"<input class=""mfp"" name=""丁目番地"" size=""50"" type=""text""/>",address_ban
http://www.persons-it.com/,"<input class=""mfp"" name=""市区町村"" size=""50"" type=""text""/>",address_shi
http://www.persons-it.com/,"<input class=""mfp"" name=""confirm_email(必須)"" size=""40"" type=""text""/>",confirm_email
http://www.persons-it.com/,"<textarea class=""mfp"" cols=""60"" name=""ご用件(必須)"" rows=""10""></textarea>",content
http://www.persons-it.com/,"<input class=""mfp"" name=""email(必須)"" size=""40"" type=""text""/>",email
http://www.persons-it.com/,"<input class=""mfp"" name=""名(必須)"" onkeyup=""inputTyping(this.form.id,'メイ',event.keyCode,this)"" size=""15"" type=""text""/>",first_name
http://www.persons-it.com/,"<input class=""mfp"" name=""メイ"" size=""15"" type=""text""/>",first_name_furi
http://www.persons-it.com/,"<input class=""mfp"" name=""姓(必須)"" onkeyup=""inputTyping(this.form.id,'セイ',event.keyCode,this)"" size=""15"" type=""text""/>",last_name
http://www.persons-it.com/,"<input class=""mfp"" name=""セイ"" size=""15"" type=""text""/>",last_name_furi
http://www.persons-it.com/,"<input class=""mfp"" name=""電話番号"" size=""16"" type=""text""/>",tel
http://www.persons-it.com/,"<input class=""mfp"" name=""郵便番号"" onblur=""mfpc(this.form.id,this.name,'都道府県','市区町村','丁目番地');"" size=""8"" type=""text""/>",zip
http://www.ppi.co.jp/,"<input name=""address"" type=""text"" value=""""/>",address
http://www.ppi.co.jp/,"<input name=""corporation"" type=""text"" value=""""/>",company
http://www.ppi.co.jp/,"<textarea name=""message""></textarea>",content
http://www.ppi.co.jp/,"<input name=""mail"" type=""email"" value=""""/>",email
http://www.ppi.co.jp/,"<input name=""name"" type=""text"" value=""""/>",name
http://www.ppi.co.jp/,"<input name=""tel"" type=""tel"" value=""""/>",tel
http://yakou-systems.com/,"<input class=""c-form-block__input"" name=""ご住所"" placeholder=""（例）東京都渋谷区渋谷3-16-1 不二ビルディング渋谷10階"" type=""text"" value="""">
<input name=""required[]"" type=""hidden"" value=""ご住所""/>
</input>",address
http://yakou-systems.com/,"<input class=""c-form-block__input"" name=""会社名"" placeholder=""（例）株式会社八興システムズ"" type=""text"" value=""""/>",company
http://yakou-systems.com/,"<textarea class=""c-form-block__textarea"" name=""お問い合わせ内容"" placeholder=""お問い合わせ内容をご記入ください。""></textarea>",content
http://yakou-systems.com/,"<input class=""c-form-block__input"" name=""E-mail"" placeholder=""（例）aaaaaa@co.jp"" type=""text"" value="""">
<input name=""email[]"" type=""hidden"" value=""E-mail""/>
<input name=""required[]"" type=""hidden"" value=""E-mail""/>
</input>",email
http://yakou-systems.com/,"<input class=""c-form-block__input"" name=""氏名"" placeholder=""（例）山田 太郎"" type=""text"" value="""">
<input name=""required[]"" type=""hidden"" value=""氏名""/>
</input>",name
http://yakou-systems.com/,"<input class=""c-form-block__input"" name=""電話番号"" placeholder=""（例）0364335190"" type=""tel"" value="""">
<input name=""required[]"" type=""hidden"" value=""電話番号""/>
<div>
<small style=""color: red;"">※半角数字でご入力ください(ハイフン不要)。</small>
</div>
</input>",tel
http://yakou-systems.com/,"<input class=""c-form-block__input is-sm"" name=""郵便番号"" placeholder=""（例）1500002"" type=""text"" value="""">
<button class=""c-button is-black is-form"" id=""zipauto"">住所自動入力</button>
<input name=""required[]"" type=""hidden"" value=""郵便番号""/>
<div>
<small style=""color: red;"">※半角数字でご入力ください(ハイフン不要)。</small>
</div>
</input>",zip
https://abi-inc.co.jp/,"<input aria-invalid=""false"" name=""your-acceptancce"" type=""checkbox"" value=""1""/>",acceptancce
https://abi-inc.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-company"" size=""40"" type=""text"" value=""""/>",company
https://abi-inc.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-email wpcf7-validates-as-required wpcf7-validates-as-email"" name=""your-email_confirm"" size=""40"" type=""email"" value=""""/>",confirm_email
https://abi-inc.co.jp/,"<textarea aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-textarea wpcf7-validates-as-required"" cols=""40"" name=""your-message"" rows=""10""></textarea>",content
https://abi-inc.co.jp/,"<input aria-invalid=""false"" class=""wpcf7-form-control wpcf7-text"" name=""your-department"" size=""40"" type=""text"" value=""""/>",department
https://abi-inc.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-email wpcf7-validates-as-required wpcf7-validates-as-email"" name=""your-email"" size=""40"" type=""email"" value=""""/>",email
https://abi-inc.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-name"" size=""40"" type=""text"" value=""""/>",name
https://abi-inc.co.jp/,"<input aria-invalid=""false"" class=""wpcf7-form-control wpcf7-text"" name=""your-kana"" size=""40"" type=""text"" value=""""/>",name_furi
https://abi-inc.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-tel wpcf7-validates-as-required wpcf7-validates-as-tel"" name=""your-tel"" size=""40"" type=""tel"" value=""""/>",tel
https://aquent-japan.doorkeeper.jp/,"<option value=""hokkaido"">北海道</option>",city_hokkaido
https://aquent-japan.doorkeeper.jp/,"<option value=""aomori"">青森</option>",city_aomori
https://aquent-japan.doorkeeper.jp/,"<option value=""iwate"">岩手</option>",city_iwate
https://aquent-japan.doorkeeper.jp/,"<option value=""miyagi"">宮城</option>",city_miyagi
https://aquent-japan.doorkeeper.jp/,"<option value=""akita"">秋田</option>",city_akita
https://aquent-japan.doorkeeper.jp/,"<option value=""yamagata"">山形</option>",city_yamagata
https://aquent-japan.doorkeeper.jp/,"<option value=""fukushima"">福島</option>",city_fukushima
https://aquent-japan.doorkeeper.jp/,"<option value=""ibaraki"">茨城</option>",city_ibaraki
https://aquent-japan.doorkeeper.jp/,"<option value=""tochigi"">栃木</option>",city_tochigi
https://aquent-japan.doorkeeper.jp/,"<option value=""gunma"">群馬</option>",city_gunma
https://aquent-japan.doorkeeper.jp/,"<option value=""saitama"">埼玉</option>",city_saitama
https://aquent-japan.doorkeeper.jp/,"<option value=""chiba"">千葉</option>",city_chiba
https://aquent-japan.doorkeeper.jp/,"<option value=""tokyo"">東京</option>",city_tokyo
https://aquent-japan.doorkeeper.jp/,"<option value=""kanagawa"">神奈川</option>",city_kanagawa
https://aquent-japan.doorkeeper.jp/,"<option value=""niigata"">新潟</option>",city_niigata
https://aquent-japan.doorkeeper.jp/,"<option value=""toyama"">富山</option>",city_toyama
https://aquent-japan.doorkeeper.jp/,"<option value=""ishikawa"">石川</option>",city_ishikawa
https://aquent-japan.doorkeeper.jp/,"<option value=""fukui"">福井</option>",city_fukui
https://aquent-japan.doorkeeper.jp/,"<option value=""yamanashi"">山梨</option>",city_yamanashi
https://aquent-japan.doorkeeper.jp/,"<option value=""nagano"">長野</option>",city_nagano
https://aquent-japan.doorkeeper.jp/,"<option value=""gifu"">岐阜</option>",city_gifu
https://aquent-japan.doorkeeper.jp/,"<option value=""shizuoka"">静岡</option>",city_shizuoka
https://aquent-japan.doorkeeper.jp/,"<option value=""aichi"">愛知</option>",city_aichi
https://aquent-japan.doorkeeper.jp/,"<option value=""mie"">三重</option>",city_mie
https://aquent-japan.doorkeeper.jp/,"<option value=""shiga"">滋賀</option>",city_shiga
https://aquent-japan.doorkeeper.jp/,"<option value=""kyoto"">京都</option>",city_kyoto
https://aquent-japan.doorkeeper.jp/,"<option value=""osaka"">大阪</option>",city_osaka
https://aquent-japan.doorkeeper.jp/,"<option value=""hyogo"">兵庫</option>",city_hyogo
https://aquent-japan.doorkeeper.jp/,"<option value=""nara"">奈良</option>",city_nara
https://aquent-japan.doorkeeper.jp/,"<option value=""wakayama"">和歌山</option>",city_wakayama
https://aquent-japan.doorkeeper.jp/,"<option value=""tottori"">鳥取</option>",city_tottori
https://aquent-japan.doorkeeper.jp/,"<option value=""shimane"">島根</option>",city_shimane
https://aquent-japan.doorkeeper.jp/,"<option value=""okayama"">岡山</option>",city_okayama
https://aquent-japan.doorkeeper.jp/,"<option value=""hiroshima"">広島</option>",city_hiroshima
https://aquent-japan.doorkeeper.jp/,"<option value=""yamaguchi"">山口</option>",city_yamaguchi
https://aquent-japan.doorkeeper.jp/,"<option value=""tokushima"">徳島</option>",city_tokushima
https://aquent-japan.doorkeeper.jp/,"<option value=""kagawa"">香川</option>",city_kagawa
https://aquent-japan.doorkeeper.jp/,"<option value=""ehime"">愛媛</option>",city_ehime
https://aquent-japan.doorkeeper.jp/,"<option value=""kochi"">高知</option>",city_kochi
https://aquent-japan.doorkeeper.jp/,"<option value=""fukuoka"">福岡</option>",city_fukuoka
https://aquent-japan.doorkeeper.jp/,"<option value=""saga"">佐賀</option>",city_saga
https://aquent-japan.doorkeeper.jp/,"<option value=""nagasaki"">長崎</option>",city_nagasaki
https://aquent-japan.doorkeeper.jp/,"<option value=""kumamoto"">熊本</option>",city_kumamoto
https://aquent-japan.doorkeeper.jp/,"<option value=""oita"">大分</option>",city_oita
https://aquent-japan.doorkeeper.jp/,"<option value=""miyazaki"">宮崎</option>",city_miyazaki
https://aquent-japan.doorkeeper.jp/,"<option value=""kagoshima"">鹿児島</option>",city_kagoshima
https://aquent-japan.doorkeeper.jp/,"<option value=""okinawa"">沖縄</option>",city_okinawa
https://avinton.com/,"<textarea aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-textarea wpcf7-validates-as-required"" cols=""40"" name=""your-message"" placeholder=""メッセージ本文（必須）/ Message"" rows=""10""></textarea>",content
https://avinton.com/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-email wpcf7-validates-as-required wpcf7-validates-as-email"" name=""your-email"" placeholder=""ビジネスメールアドレス（必須）/ Business E-Mail"" size=""40"" type=""email"" value=""""/>",email
https://avinton.com/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-name"" placeholder=""お名前（必須）/ Name"" size=""40"" type=""text"" value=""""/>",name
https://avinton.com/,"<input autocomplete=""new-password"" class=""wpcf7-form-control wpcf7-text"" id=""wpcf7-6150707ecbe9f-field"" name=""phone-129"" size=""40"" tabindex=""-1"" type=""text"" value=""""/>",tel
https://avinton.com/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-subject"" placeholder=""題名（必須）/ Subject"" size=""40"" type=""text"" value=""""/>",title
https://b-engineer.co.jp/,"<input aria-invalid=""false"" name=""acceptance-672"" type=""checkbox"" value=""1""/>",acceptancce
https://b-engineer.co.jp/,"<input aria-invalid=""false"" class=""wpcf7-form-control wpcf7-text p-contact-form__input"" name=""company-name"" placeholder=""会社名"" size=""40"" type=""text"" value=""""/>",company
https://b-engineer.co.jp/,"<textarea aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-textarea wpcf7-validates-as-required p-contact-form__textarea"" cols=""40"" name=""message"" placeholder=""お問い合わせ内容"" rows=""10""></textarea>",content
https://b-engineer.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-email wpcf7-validates-as-required wpcf7-validates-as-email p-contact-form__input"" name=""email"" placeholder=""メールアドレス"" size=""40"" type=""email"" value=""""/>",email
https://b-engineer.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required p-contact-form__input"" name=""user-name"" placeholder=""お名前(漢字)"" size=""40"" type=""text"" value=""""/>",name
https://b-engineer.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required p-contact-form__input"" name=""user-name-kana"" placeholder=""お名前(カナ)"" size=""40"" type=""text"" value=""""/>",name_furi
https://b-engineer.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-tel wpcf7-validates-as-required wpcf7-validates-as-tel p-contact-form__input"" name=""telephone"" placeholder=""電話番号"" size=""40"" type=""tel"" value=""""/>",tel
https://beartail.jp/,"<input name=""your-consent[]"" type=""checkbox"" value=""同意する""/>",acceptancce
https://beartail.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-company"" placeholder=""例）株式会社BEARTAIL"" size=""40"" type=""text"" value=""""/>",company
https://beartail.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-msg"" placeholder=""例）〇〇について詳しく話を聞かせてほしい。"" size=""40"" type=""text"" value=""""/>",content
https://beartail.jp/,"<textarea aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-textarea wpcf7-validates-as-required"" cols=""40"" name=""your-detail"" placeholder=""例）〇〇について詳しく話を聞かせてほしい。"" rows=""10""></textarea>",content
https://beartail.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-email wpcf7-validates-as-required wpcf7-validates-as-email"" name=""your-email"" placeholder=""例）info@beartail.jp"" size=""40"" type=""email"" value=""""/>",email
https://beartail.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-name"" placeholder=""例）山田太郎"" size=""40"" type=""text"" value=""""/>",name
https://beartail.jp/,"<input name=""your-kind"" type=""radio"" value=""採用について""/>",subject
https://beartail.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-tel wpcf7-validates-as-required wpcf7-validates-as-tel"" name=""your-tel"" placeholder=""例）08000000000"" size=""40"" type=""tel"" value=""""/>",tel
https://bita.jp/,"<input class=""Input-sc-1lzf0bo-0 gLDaOr"" placeholder=""株式会社ビットエー"" type=""text"" value=""""/>",company
https://bita.jp/,"<textarea class=""Textarea-v2pxuh-0 idAPpb"" placeholder=""お問い合わせ内容をご入力ください"" rows=""6""></textarea>",content
https://bita.jp/,"<input class=""Input-sc-1lzf0bo-0 gLDaOr"" placeholder=""example@example.com"" type=""email"" value=""""/>",email
https://bita.jp/,"<input class=""Input-sc-1lzf0bo-0 gLDaOr"" placeholder=""ビット 太郎"" type=""text"" value=""""/>",name
https://bita.jp/,"<input class=""Input-sc-1lzf0bo-0 gLDaOr"" placeholder=""びっと たろう"" type=""text"" value=""""/>",name_furi
https://bita.jp/,"<input class=""Input-sc-1lzf0bo-0 gLDaOr"" placeholder=""03-1234-5678"" type=""tel"" value=""""/>",tel
https://bps21.jp/,"<input check-label="".l-agree1"" class=""check-label i-type-checkbox"" id=""i-agree1"" name=""agree[]"" type=""checkbox"" value=""個人情報保護方針に同意する""/>",acceptancce
https://bps21.jp/,"<input autocapitalize=""off"" autocorrect=""off"" class=""i-type-text"" id=""i-address"" name=""address"" type=""text""/>",address
https://bps21.jp/,"<input autocapitalize=""off"" autocorrect=""off"" class=""i-type-text"" id=""i-city"" name=""city"" type=""text""/>",city
https://bps21.jp/,"<input autocapitalize=""off"" autocorrect=""off"" class=""i-type-text"" id=""i-com-name"" name=""com-name"" type=""text""/>",company
https://bps21.jp/,"<input autocapitalize=""off"" autocorrect=""off"" class=""i-type-text"" id=""i-email"" name=""email"" placeholder=""例) example@bps21.jp"" type=""text""/>",email
https://bps21.jp/,"<input autocapitalize=""off"" autocorrect=""off"" class=""i-type-text"" id=""i-name"" name=""name"" type=""text""/>",name
https://bps21.jp/,"<input check-label="".l-c-type3"" class=""check-label"" id=""i-c-type3"" name=""c-type"" type=""radio"" value=""その他""/>",subject
https://bps21.jp/,"<input autocapitalize=""off"" autocorrect=""off"" class=""i-type-text"" id=""i-tel"" name=""tel"" placeholder=""例)06-1234-5678"" type=""text""/>",tel
https://bps21.jp/,"<input autocapitalize=""off"" autocorrect=""off"" class=""i-type-text"" id=""i-postal"" name=""postal"" onkeyup=""AjaxZip3.zip2addr('postal','','city','city');"" type=""text""/>",zip
https://claudio-progress.co.jp/,"<input aria-invalid=""false"" class=""wpcf7-form-control wpcf7-text"" maxlength=""200"" name=""your-company"" size=""200"" type=""text"" value=""""/>",company
https://claudio-progress.co.jp/,"<textarea aria-invalid=""false"" class=""wpcf7-form-control wpcf7-textarea"" cols=""200"" name=""your-message"" rows=""20""></textarea>",content
https://claudio-progress.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-email wpcf7-validates-as-required wpcf7-validates-as-email"" maxlength=""200"" name=""your-email"" size=""200"" type=""email"" value=""""/>",email
https://claudio-progress.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" maxlength=""200"" name=""your-name"" size=""200"" type=""text"" value=""""/>",name
https://cmind-co.jp/,"<input aria-invalid=""false"" name=""kakuninn"" type=""checkbox"" value=""1""/>",acceptancce
https://cmind-co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-company"" size=""40"" type=""text"" value=""""/>",company
https://cmind-co.jp/,"<textarea aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-textarea wpcf7-validates-as-required"" cols=""40"" name=""your-message"" placeholder=""具体的なお問い合わせ内容をご入力下さい"" rows=""10""></textarea>",content
https://cmind-co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-email wpcf7-validates-as-required wpcf7-validates-as-email"" name=""your-email"" placeholder=""半角英数字でご入力下さい。"" size=""40"" type=""email"" value=""""/>",email
