url,html,label
https://monstar-lab.com/jp/,"<textarea class=""input-field text-area-footer text-area-footer-jp"" id=""message"" name=""message"" pattern="".{3,500}"" placeholder=""メッセージ""></textarea>",message
https://www.rockinon.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-name"" size=""40"" type=""text"" value=""""/>",your-name
https://www.rockinon.co.jp/,"<input aria-invalid=""false"" class=""wpcf7-form-control wpcf7-text"" name=""company"" size=""40"" type=""text"" value=""""/>",company
https://www.rockinon.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-email wpcf7-validates-as-required wpcf7-validates-as-email"" name=""your-email"" size=""40"" type=""email"" value=""""/>",your-email
https://www.rockinon.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-tel wpcf7-validates-as-required wpcf7-validates-as-tel"" name=""tel"" size=""40"" type=""tel"" value=""""/>",tel
https://www.rockinon.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""title"" size=""40"" type=""text"" value=""""/>",title
https://www.rockinon.co.jp/,"<input name=""policies[]"" type=""checkbox"" value=""プライバシーポリシーに同意する""/>",policies[]
https://www.rockinon.co.jp/,"<textarea aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-textarea wpcf7-validates-as-required"" cols=""40"" name=""textarea"" rows=""10""></textarea>",textarea
https://www.rockinon.co.jp/,"<option value="""">---</option>",
https://www.rockinon.co.jp/,"<option value=""プレスリリース（邦楽）"">プレスリリース（邦楽）</option>",プレスリリース（邦楽）
https://www.rockinon.co.jp/,"<option value=""プレスリリース（洋楽）"">プレスリリース（洋楽）</option>",プレスリリース（洋楽）
https://www.rockinon.co.jp/,"<option value=""プレスリリース（映画・イベント）"">プレスリリース（映画・イベント）</option>",プレスリリース（映画・イベント）
https://www.rockinon.co.jp/,"<option value=""フェス・イベントに関するお問い合わせ"">フェス・イベントに関するお問い合わせ</option>",フェス・イベントに関するお問い合わせ
https://www.rockinon.co.jp/,"<option value=""広告に関するお問い合わせ"">広告に関するお問い合わせ</option>",広告に関するお問い合わせ
https://www.rockinon.co.jp/,"<option value=""採用に関するお問い合わせ"">採用に関するお問い合わせ</option>",採用に関するお問い合わせ
https://www.rockinon.co.jp/,"<option value=""雑誌・書籍のご注文に関するお問い合わせ"">雑誌・書籍のご注文に関するお問い合わせ</option>",雑誌・書籍のご注文に関するお問い合わせ
https://www.rockinon.co.jp/,"<option value=""ユーザー情報の取扱いに関するお問い合わせ"">ユーザー情報の取扱いに関するお問い合わせ</option>",ユーザー情報の取扱いに関するお問い合わせ
https://www.rockinon.co.jp/,"<option value=""その他のお問い合わせ"">その他のお問い合わせ</option>",その他のお問い合わせ
https://www.shinko-1930.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""text-company-name"" placeholder=""例：株式会社信興テクノミスト"" size=""40"" type=""text"" value=""""/>",text-company-name
https://www.shinko-1930.co.jp/,"<input aria-invalid=""false"" class=""wpcf7-form-control wpcf7-text"" name=""text-department-position"" placeholder=""例：営業部/課長"" size=""40"" type=""text"" value=""""/>",text-department-position
https://www.shinko-1930.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required"" name=""your-name"" placeholder=""例：信興 太郎"" size=""40"" type=""text"" value=""""/>",your-name
https://www.shinko-1930.co.jp/,"<input aria-invalid=""false"" class=""wpcf7-form-control wpcf7-text wpcf7-tel wpcf7-validates-as-tel"" name=""tel-num"" placeholder=""例：090-XXXX-XXXX"" size=""40"" type=""tel"" value=""""/>",tel-num
https://www.shinko-1930.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-email wpcf7-validates-as-required wpcf7-validates-as-email"" name=""your-email"" placeholder=""例：hello@shinko-1930.co.jp"" size=""40"" type=""email"" value=""""/>",your-email
https://www.shinko-1930.co.jp/,"<input aria-invalid=""false"" name=""acceptance-privacy-policy"" type=""checkbox"" value=""1""/>",acceptance-privacy-policy
https://www.shinko-1930.co.jp/,"<input aria-invalid=""false"" name=""not-for-business-purposes"" type=""checkbox"" value=""1""/>",not-for-business-purposes
https://www.shinko-1930.co.jp/,"<textarea aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-textarea wpcf7-validates-as-required"" cols=""40"" name=""textarea-message"" placeholder=""例：ご自由にご記入ください"" rows=""10""></textarea>",textarea-message
https://www.otsuka-shokai.co.jp/,"<input autocomplete=""off"" class=""text allow_submit"" id=""search-input"" name=""kw"" placeholder=""サイト内検索"" type=""text""/>",kw
https://www.otsuka-shokai.co.jp/,"<input autocomplete=""off"" class=""text allow_submit"" id=""search-input3"" name=""kw2"" placeholder="""" type=""text""/>",kw2
https://analytics-jp.com/,"<input autocomplete=""off"" name=""s"" placeholder=""Type and Enter to Search"" type=""text""/>",s
https://analytics-jp.com/,"<input name=""last-name"" size=""60"" type=""text"" value="""">
</input>",last-name
https://analytics-jp.com/,"<input name=""first-name"" size=""60"" type=""text"" value="""">
</input>",first-name
https://analytics-jp.com/,"<input data-conv-half-alphanumeric=""true"" name=""your-email"" size=""60"" type=""email"" value=""""/>",your-email
https://analytics-jp.com/,"<input data-conv-half-alphanumeric=""true"" maxlength=""5"" name=""your-tel[data][0]"" size=""6"" type=""text"" value=""""/>",your-tel[data][0]
https://analytics-jp.com/,"<input data-conv-half-alphanumeric=""true"" maxlength=""4"" name=""your-tel[data][1]"" size=""5"" type=""text"" value=""""/>",your-tel[data][1]
https://analytics-jp.com/,"<input data-conv-half-alphanumeric=""true"" maxlength=""4"" name=""your-tel[data][2]"" size=""5"" type=""text"" value=""""/>",your-tel[data][2]
https://analytics-jp.com/,"<input name=""privacy2[data][]"" type=""checkbox"" value=""同意する""/>",privacy2[data][]
https://analytics-jp.com/,"<textarea cols=""50"" name=""message"" rows=""5""></textarea>",message
https://www.kepco.co.jp/,"<input class=""form_control"" name=""kw"" placeholder=""キーワードから探す"" type=""text""/>",kw
https://www.ex-em.co.jp/,"<input name=""お問い合わせ種類"" type=""radio"" value=""MaxGauge製品について""/>",お問い合わせ種類
https://www.ex-em.co.jp/,"<input name=""お問い合わせ種類"" type=""radio"" value=""DBA関連サービスについて""/>",お問い合わせ種類
https://www.ex-em.co.jp/,"<input name=""お問い合わせ種類"" type=""radio"" value=""セミナーについて""/>",お問い合わせ種類
https://www.ex-em.co.jp/,"<input name=""お問い合わせ種類"" type=""radio"" value=""製品トライアル""/>",お問い合わせ種類
https://www.ex-em.co.jp/,"<input name=""お問い合わせ種類"" type=""radio"" value=""その他""/>",お問い合わせ種類
https://www.ex-em.co.jp/,"<input name=""会社名"" size=""60"" type=""text"" value=""""/>",会社名
https://www.ex-em.co.jp/,"<input name=""部署名"" size=""60"" type=""text"" value=""""/>",部署名
https://www.ex-em.co.jp/,"<input name=""お名前"" size=""60"" type=""text"" value=""""/>",お名前
https://www.ex-em.co.jp/,"<input name=""メールアドレス"" size=""60"" type=""text"" value=""""/>",メールアドレス
https://www.ex-em.co.jp/,"<input name=""電話番号"" size=""60"" type=""text"" value=""""/>",電話番号
https://www.ex-em.co.jp/,"<textarea cols=""80"" name=""お問い合わせ内容"" rows=""5""></textarea>",お問い合わせ内容
http://www.janus.co.jp/,"<input class=""radiobutton"" id=""cat01"" name=""00N0K00000LphCp"" onchange=""radioreset()"" required="""" type=""radio"" value=""環境"">
<label for=""cat01"">環境</label>
<input class=""radiobutton"" id=""cat02"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""エネルギー"">
<label for=""cat02"">エネルギー</label>
<input class=""radiobutton"" id=""cat03"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""安全・防災"">
<label for=""cat03"">安全・防災</label>
<input class=""radiobutton"" id=""cat04"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""サービス・ソリューション"">
<label for=""cat04"">サービス・ソリューション</label>
<input class=""radiobutton"" id=""cat05"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""採用""/>
<label for=""cat05"">採用</label>
<input class=""radiobutton"" id=""cat06"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""その他""/>
<label for=""cat06"">その他</label>
<div class=""category"">
<span class=""category00"">
<input checked=""checked"" class=""radiobutton"" id=""radio00-1"" name=""00N0K00000LphCu"" required="""" type=""radio"" value=""--なし--""/>--なし--
                </span>
<div class=""category01"">
<hr/>
<input class=""radiobutton"" id=""radio01-1"" name=""00N0K00000LphCu"" type=""radio"" value=""大気環境""/>
<label for=""radio01-1"">大気環境</label>
<input class=""radiobutton"" id=""radio01-2"" name=""00N0K00000LphCu"" type=""radio"" value=""水域環境""/>
<label for=""radio01-2"">水域環境</label>
<input class=""radiobutton"" id=""radio01-3"" name=""00N0K00000LphCu"" type=""radio"" value=""陸域環境""/>
<label for=""radio01-3"">陸域環境</label>
<input class=""radiobutton"" id=""radio01-4"" name=""00N0K00000LphCu"" type=""radio"" value=""水産資源管理""/>
<label for=""radio01-4"">水産資源管理</label>
<input class=""radiobutton"" id=""radio01-5"" name=""00N0K00000LphCu"" type=""radio"" value=""資源循環/廃棄物""/>
<label for=""radio01-5"">資源循環廃棄物</label>
<input class=""radiobutton"" id=""radio01-6"" name=""00N0K00000LphCu"" type=""radio"" value=""気候変動""/>
<label for=""radio01-6"">気候変動</label>
<input class=""radiobutton"" id=""radio01-7"" name=""00N0K00000LphCu"" type=""radio"" value=""環境アセスメント/環境保全""/>
<label for=""radio01-7"">環境アセスメント/環境保全</label>
<input class=""radiobutton"" id=""radio01-8"" name=""00N0K00000LphCu"" type=""radio"" value=""化学物質""/>
<label for=""radio01-8"">化学物質</label>
<input class=""radiobutton"" id=""radio01-9"" name=""00N0K00000LphCu"" type=""radio"" value=""環境教育・指導者育成支援""/>
<label for=""radio01-9"">環境教育・指導者育成支援</label>
<input class=""radiobutton"" id=""radio01-10"" name=""00N0K00000LphCu"" type=""radio"" value=""その他（環境）""/>
<label for=""radio01-10"">その他（環境）</label>
</div>
<div class=""category02"">
<hr/>
<input class=""radiobutton"" id=""radio02-1"" name=""00N0K00000LphCu"" type=""radio"" value=""原子力情報調査""/>
<label for=""radio02-1"">原子力情報調査</label>
<input class=""radiobutton"" id=""radio02-2"" name=""00N0K00000LphCu"" type=""radio"" value=""原子力バックエンド""/>
<label for=""radio02-2"">原子力バックエンド</label>
<input class=""radiobutton"" id=""radio02-3"" name=""00N0K00000LphCu"" type=""radio"" value=""原子力e-learning「せかげん」""/>
<label for=""radio02-3"">原子力e-learning「せかげん」</label>
<input class=""radiobutton"" id=""radio02-4"" name=""00N0K00000LphCu"" type=""radio"" value=""電力市場対応・電源開発・電源選択""/>
<label for=""radio02-4"">電力市場対応・電源開発・電源選択</label>
<input class=""radiobutton"" id=""radio02-5"" name=""00N0K00000LphCu"" type=""radio"" value=""新エネルギー/再生可能エネルギー""/>
<label for=""radio02-5"">新エネルギー/再生可能エネルギー</label>
<input class=""radiobutton"" id=""radio02-6"" name=""00N0K00000LphCu"" type=""radio"" value=""その他（エネルギー）""/>
<label for=""radio02-6"">その他（エネルギー）</label>
</div>
<div class=""category03"">
<hr/>
<input class=""radiobutton"" id=""radio03-1"" name=""00N0K00000LphCu"" type=""radio"" value=""信頼性評価/リスク評価""/>
<label for=""radio03-1"">信頼性評価/リスク評価</label>
<input class=""radiobutton"" id=""radio03-2"" name=""00N0K00000LphCu"" type=""radio"" value=""防災・被ばく評価""/>
<label for=""radio03-2"">防災・被ばく評価</label>
<input class=""radiobutton"" id=""radio03-3"" name=""00N0K00000LphCu"" type=""radio"" value=""化学プラント被害度評価""/>
<label for=""radio03-3"">化学プラント被害度評価</label>
<input class=""radiobutton"" id=""radio03-4"" name=""00N0K00000LphCu"" type=""radio"" value=""化学物質漏洩による損害賠償リスク評価""/>
<label for=""radio03-4"">化学物質漏洩による損害賠償リスク評価</label>
<input class=""radiobutton"" id=""radio03-5"" name=""00N0K00000LphCu"" type=""radio"" value=""火災防護・防火対策""/>
<label for=""radio03-5"">火災防護・防火対策</label>
<input class=""radiobutton"" id=""radio03-6"" name=""00N0K00000LphCu"" type=""radio"" value=""プラント運用支援サービス P-SADS""/>
<label for=""radio03-6"">プラント運用支援サービス P-SADS</label>
<input class=""radiobutton"" id=""radio03-7"" name=""00N0K00000LphCu"" type=""radio"" value=""放射線影響""/>
<label for=""radio03-7"">放射線影響</label>
<input class=""radiobutton"" id=""radio03-8"" name=""00N0K00000LphCu"" type=""radio"" value=""電磁波""/>
<label for=""radio03-8"">電磁波</label>
<input class=""radiobutton"" id=""radio03-9"" name=""00N0K00000LphCu"" type=""radio"" value=""その他（安全・防災）""/>
<label for=""radio03-9"">その他（安全・防災）</label>
</div>
<div class=""category04"">
<hr/>
<input class=""radiobutton"" id=""radio04-1"" name=""00N0K00000LphCu"" type=""radio"" value=""大気拡散シミュレーション""/>
<label for=""radio04-1"">大気拡散シミュレーション</label>
<input class=""radiobutton"" id=""radio04-2"" name=""00N0K00000LphCu"" type=""radio"" value=""海洋拡散シュミレーション""/>
<label for=""radio04-2"">海洋拡散シュミレーション</label>
<input class=""radiobutton"" id=""radio04-3"" name=""00N0K00000LphCu"" type=""radio"" value=""プラント運用支援サービスP-SADS""/>
<label for=""radio04-3"">プラント運用支援サービスP-SADS</label>
<input class=""radiobutton"" id=""radio04-4"" name=""00N0K00000LphCu"" type=""radio"" value=""事業組成支援・技術審査""/>
<label for=""radio04-4"">事業組成支援・技術審査</label>
<input class=""radiobutton"" id=""radio04-5"" name=""00N0K00000LphCu"" type=""radio"" value=""確率論的リスク評価（PRA）""/>
<label for=""radio04-5"">確率論的リスク評価（PRA）</label>
<input class=""radiobutton"" id=""radio04-6"" name=""00N0K00000LphCu"" type=""radio"" value=""海洋ごみ対策支援""/>
<label for=""radio04-6"">海洋ごみ対策支援</label>
<input class=""radiobutton"" id=""radio04-7"" name=""00N0K00000LphCu"" type=""radio"" value=""ウェブサイト情報活用サービス""/>
<label for=""radio04-7"">ウェブサイト情報活用サービス</label>
<input class=""radiobutton"" id=""radio04-8"" name=""00N0K00000LphCu"" type=""radio"" value=""リスクコミュニケーション""/>
<label for=""radio04-8"">リスクコミュニケーション</label>
<input class=""radiobutton"" id=""radio04-9"" name=""00N0K00000LphCu"" type=""radio"" value=""漁業補償""/>
<label for=""radio04-9"">漁業補償</label>
</div>
</div>
</input></input></input></input>",00N0K00000LphCp
http://www.janus.co.jp/,"<input class=""radiobutton"" id=""cat02"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""エネルギー"">
<label for=""cat02"">エネルギー</label>
<input class=""radiobutton"" id=""cat03"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""安全・防災"">
<label for=""cat03"">安全・防災</label>
<input class=""radiobutton"" id=""cat04"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""サービス・ソリューション"">
<label for=""cat04"">サービス・ソリューション</label>
<input class=""radiobutton"" id=""cat05"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""採用""/>
<label for=""cat05"">採用</label>
<input class=""radiobutton"" id=""cat06"" name=""00N0K00000LphCp"" onchange=""radioreset()"" type=""radio"" value=""その他""/>
<label for=""cat06"">その他</label>
<div class=""category"">
<span class=""category00"">
<input checked=""checked"" class=""radiobutton"" id=""radio00-1"" name=""00N0K00000LphCu"" required="""" type=""radio"" value=""--なし--""/>--なし--
                </span>
<div class=""category01"">
<hr/>
<input class=""radiobutton"" id=""radio01-1"" name=""00N0K00000LphCu"" type=""radio"" value=""大気環境""/>
<label for=""radio01-1"">大気環境</label>
<input class=""radiobutton"" id=""radio01-2"" name=""00N0K00000LphCu"" type=""radio"" value=""水域環境""/>
<label for=""radio01-2"">水域環境</label>
<input class=""radiobutton"" id=""radio01-3"" name=""00N0K00000LphCu"" type=""radio"" value=""陸域環境""/>
<label for=""radio01-3"">陸域環境</label>
<input class=""radiobutton"" id=""radio01-4"" name=""00N0K00000LphCu"" type=""radio"" value=""水産資源管理""/>
<label for=""radio01-4"">水産資源管理</label>
<input class=""radiobutton"" id=""radio01-5"" name=""00N0K00000LphCu"" type=""radio"" value=""資源循環/廃棄物""/>
<label for=""radio01-5"">資源循環廃棄物</label>
<input class=""radiobutton"" id=""radio01-6"" name=""00N0K00000LphCu"" type=""radio"" value=""気候変動""/>
<label for=""radio01-6"">気候変動</label>
<input class=""radiobutton"" id=""radio01-7"" name=""00N0K00000LphCu"" type=""radio"" value=""環境アセスメント/環境保全""/>
<label for=""radio01-7"">環境アセスメント/環境保全</label>
<input class=""radiobutton"" id=""radio01-8"" name=""00N0K00000LphCu"" type=""radio"" value=""化学物質""/>
<label for=""radio01-8"">化学物質</label>
<input class=""radiobutton"" id=""radio01-9"" name=""00N0K00000LphCu"" type=""radio"" value=""環境教育・指導者育成支援""/>
<label for=""radio01-9"">環境教育・指導者育成支援</label>
<input class=""radiobutton"" id=""radio01-10"" name=""00N0K00000LphCu"" type=""radio"" value=""その他（環境）""/>
<label for=""radio01-10"">その他（環境）</label>
</div>
<div class=""category02"">
<hr/>
<input class=""radiobutton"" id=""radio02-1"" name=""00N0K00000LphCu"" type=""radio"" value=""原子力情報調査""/>
<label for=""radio02-1"">原子力情報調査</label>
<input class=""radiobutton"" id=""radio02-2"" name=""00N0K00000LphCu"" type=""radio"" value=""原子力バックエンド""/>
<label for=""radio02-2"">原子力バックエンド</label>
<input class=""radiobutton"" id=""radio02-3"" name=""00N0K00000LphCu"" type=""radio"" value=""原子力e-learning「せかげん」""/>
<label for=""radio02-3"">原子力e-learning「せかげん」</label>
<input class=""radiobutton"" id=""radio02-4"" name=""00N0K00000LphCu"" type=""radio"" value=""電力市場対応・電源開発・電源選択""/>
<label for=""radio02-4"">電力市場対応・電源開発・電源選択</label>
<input class=""radiobutton"" id=""radio02-5"" name=""00N0K00000LphCu"" type=""radio"" value=""新エネルギー/再生可能エネルギー""/>
<label for=""radio02-5"">新エネルギー/再生可能エネルギー</label>
<input class=""radiobutton"" id=""radio02-6"" name=""00N0K00000LphCu"" type=""radio"" value=""その他（エネルギー）""/>
<label for=""radio02-6"">その他（エネルギー）</label>
</div>
<div class=""category03"">
<hr/>
<input class=""radiobutton"" id=""radio03-1"" name=""00N0K00000LphCu"" type=""radio"" value=""信頼性評価/リスク評価""/>
<label for=""radio03-1"">信頼性評価/リスク評価</label>
<input class=""radiobutton"" id=""radio03-2"" name=""00N0K00000LphCu"" type=""radio"" value=""防災・被ばく評価""/>
<label for=""radio03-2"">防災・被ばく評価</label>
<input class=""radiobutton"" id=""radio03-3"" name=""00N0K00000LphCu"" type=""radio"" value=""化学プラント被害度評価""/>
<label for=""radio03-3"">化学プラント被害度評価</label>
<input class=""radiobutton"" id=""radio03-4"" name=""00N0K00000LphCu"" type=""radio"" value=""化学物質漏洩による損害賠償リスク評価""/>
<label for=""radio03-4"">化学物質漏洩による損害賠償リスク評価</label>
<input class=""radiobutton"" id=""radio03-5"" name=""00N0K00000LphCu"" type=""radio"" value=""火災防護・防火対策""/>
<label for=""radio03-5"">火災防護・防火対策</label>
<input class=""radiobutton"" id=""radio03-6"" name=""00N0K00000LphCu"" type=""radio"" value=""プラント運用支援サービス P-SADS""/>
<label for=""radio03-6"">プラント運用支援サービス P-SADS</label>
<input class=""radiobutton"" id=""radio03-7"" name=""00N0K00000LphCu"" type=""radio"" value=""放射線影響""/>
<label for=""radio03-7"">放射線影響</label>
<input class=""radiobutton"" id=""radio03-8"" name=""00N0K00000LphCu"" type=""radio"" value=""電磁波""/>
<label for=""radio03-8"">電磁波</label>
<input class=""radiobutton"" id=""radio03-9"" name=""00N0K00000LphCu"" type=""radio"" value=""その他（安全・防災）""/>
<label for=""radio03-9"">その他（安全・防災）</label>
</div>
<div class=""category04"">
<hr/>
<input class=""radiobutton"" id=""radio04-1"" name=""00N0K00000LphCu"" type=""radio"" value=""大気拡散シミュレーション""/>
<label for=""radio04-1"">大気拡散シミュレーション</label>
<input class=""radiobutton"" id=""radio04-2"" name=""00N0K00000LphCu"" type=""radio"" value=""海洋拡散シュミレーション""/>
<label for=""radio04-2"">海洋拡散シュミレーション</label>
<input class=""radiobutton"" id=""radio04-3"" name=""00N0K00000LphCu"" type=""radio"" value=""プラント運用支援サービスP-SADS""/>
<label for=""radio04-3"">プラント運用支援サービスP-SADS</label>
<input class=""radiobutton"" id=""radio04-4"" name=""00N0K00000LphCu"" type=""radio"" value=""事業組成支援・技術審査""/>
<label for=""radio04-4"">事業組成支援・技術審査</label>
<input class=""radiobutton"" id=""radio04-5"" name=""00N0K00000LphCu"" type=""radio"" value=""確率論的リスク評価（PRA）""/>
<label for=""radio04-5"">確率論的リスク評価（PRA）</label>
<input class=""radiobutton"" id=""radio04-6"" name=""00N0K00000LphCu"" type=""radio"" value=""海洋ごみ対策支援""/>
<label for=""radio04-6"">海洋ごみ対策支援</label>
<input class=""radiobutton"" id=""radio04-7"" name=""00N0K00000LphCu"" type=""radio"" value=""ウェブサイト情報活用サービス""/>
<label for=""radio04-7"">ウェブサイト情報活用サービス</label>
<input class=""radiobutton"" id=""radio04-8"" name=""00N0K00000LphCu"" type=""radio"" value=""リスクコミュニケーション""/>
<label for=""radio04-8"">リスクコミュニケーション</label>
<input class=""radiobutton"" id=""radio04-9"" name=""00N0K00000LphCu"" type=""radio"" value=""漁業補償""/>
<label for=""radio04-9"">漁業補償</label>
</div>
</div>
</input></input></input>",00N0K00000LphCp
